column1,column2,column3,column4,column5,column6,column7,column8,column9,column10,column11,column12,column13,column14,column15,column16,column17,column18,column19,column20,column21,column22
4798,1577-1234,4798번 테스트 문자입니다.,"4798번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350475,ABCDEFG,김유신,2023.05.31,9,LMS,4798,1577-1234,4798번 담당자님 전달 문자입니다.,"4798번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350475,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4799,1577-1234,4799번 테스트 문자입니다.,"4799번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350476,ABCDEFG,김유신,2023.05.31,9,LMS,4799,1577-1234,4799번 담당자님 전달 문자입니다.,"4799번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350476,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4800,1577-1234,4800번 테스트 문자입니다.,"4800번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350477,ABCDEFG,김유신,2023.05.31,9,LMS,4800,1577-1234,4800번 담당자님 전달 문자입니다.,"4800번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350477,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4801,1577-1234,4801번 테스트 문자입니다.,"4801번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350478,ABCDEFG,김유신,2023.05.31,9,LMS,4801,1577-1234,4801번 담당자님 전달 문자입니다.,"4801번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350478,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4802,1577-1234,4802번 테스트 문자입니다.,"4802번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350479,ABCDEFG,김유신,2023.05.31,9,LMS,4802,1577-1234,4802번 담당자님 전달 문자입니다.,"4802번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350479,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4803,1577-1234,4803번 테스트 문자입니다.,"4803번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350480,ABCDEFG,김유신,2023.05.31,9,LMS,4803,1577-1234,4803번 담당자님 전달 문자입니다.,"4803번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350480,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4804,1577-1234,4804번 테스트 문자입니다.,"4804번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350481,ABCDEFG,김유신,2023.05.31,9,LMS,4804,1577-1234,4804번 담당자님 전달 문자입니다.,"4804번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350481,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4805,1577-1234,4805번 테스트 문자입니다.,"4805번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350482,ABCDEFG,김유신,2023.05.31,9,LMS,4805,1577-1234,4805번 담당자님 전달 문자입니다.,"4805번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350482,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4806,1577-1234,4806번 테스트 문자입니다.,"4806번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350483,ABCDEFG,김유신,2023.05.31,9,LMS,4806,1577-1234,4806번 담당자님 전달 문자입니다.,"4806번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350483,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4807,1577-1234,4807번 테스트 문자입니다.,"4807번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350484,ABCDEFG,김유신,2023.05.31,9,LMS,4807,1577-1234,4807번 담당자님 전달 문자입니다.,"4807번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350484,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4808,1577-1234,4808번 테스트 문자입니다.,"4808번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350485,ABCDEFG,김유신,2023.05.31,9,LMS,4808,1577-1234,4808번 담당자님 전달 문자입니다.,"4808번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350485,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4809,1577-1234,4809번 테스트 문자입니다.,"4809번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350486,ABCDEFG,김유신,2023.05.31,9,LMS,4809,1577-1234,4809번 담당자님 전달 문자입니다.,"4809번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350486,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4810,1577-1234,4810번 테스트 문자입니다.,"4810번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350487,ABCDEFG,김유신,2023.05.31,9,LMS,4810,1577-1234,4810번 담당자님 전달 문자입니다.,"4810번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350487,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4811,1577-1234,4811번 테스트 문자입니다.,"4811번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350488,ABCDEFG,김유신,2023.05.31,9,LMS,4811,1577-1234,4811번 담당자님 전달 문자입니다.,"4811번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350488,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4812,1577-1234,4812번 테스트 문자입니다.,"4812번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350489,ABCDEFG,김유신,2023.05.31,9,LMS,4812,1577-1234,4812번 담당자님 전달 문자입니다.,"4812번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350489,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4813,1577-1234,4813번 테스트 문자입니다.,"4813번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350490,ABCDEFG,김유신,2023.05.31,9,LMS,4813,1577-1234,4813번 담당자님 전달 문자입니다.,"4813번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350490,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4814,1577-1234,4814번 테스트 문자입니다.,"4814번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350491,ABCDEFG,김유신,2023.05.31,9,LMS,4814,1577-1234,4814번 담당자님 전달 문자입니다.,"4814번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350491,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4815,1577-1234,4815번 테스트 문자입니다.,"4815번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350492,ABCDEFG,김유신,2023.05.31,9,LMS,4815,1577-1234,4815번 담당자님 전달 문자입니다.,"4815번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350492,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4816,1577-1234,4816번 테스트 문자입니다.,"4816번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350493,ABCDEFG,김유신,2023.05.31,9,LMS,4816,1577-1234,4816번 담당자님 전달 문자입니다.,"4816번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350493,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4817,1577-1234,4817번 테스트 문자입니다.,"4817번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350494,ABCDEFG,김유신,2023.05.31,9,LMS,4817,1577-1234,4817번 담당자님 전달 문자입니다.,"4817번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350494,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4818,1577-1234,4818번 테스트 문자입니다.,"4818번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350495,ABCDEFG,김유신,2023.05.31,9,LMS,4818,1577-1234,4818번 담당자님 전달 문자입니다.,"4818번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350495,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4819,1577-1234,4819번 테스트 문자입니다.,"4819번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350496,ABCDEFG,김유신,2023.05.31,9,LMS,4819,1577-1234,4819번 담당자님 전달 문자입니다.,"4819번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350496,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4820,1577-1234,4820번 테스트 문자입니다.,"4820번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350497,ABCDEFG,김유신,2023.05.31,9,LMS,4820,1577-1234,4820번 담당자님 전달 문자입니다.,"4820번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350497,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4821,1577-1234,4821번 테스트 문자입니다.,"4821번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350498,ABCDEFG,김유신,2023.05.31,9,LMS,4821,1577-1234,4821번 담당자님 전달 문자입니다.,"4821번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350498,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4822,1577-1234,4822번 테스트 문자입니다.,"4822번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350499,ABCDEFG,김유신,2023.05.31,9,LMS,4822,1577-1234,4822번 담당자님 전달 문자입니다.,"4822번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350499,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4823,1577-1234,4823번 테스트 문자입니다.,"4823번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350500,ABCDEFG,김유신,2023.05.31,9,LMS,4823,1577-1234,4823번 담당자님 전달 문자입니다.,"4823번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350500,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4824,1577-1234,4824번 테스트 문자입니다.,"4824번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350501,ABCDEFG,김유신,2023.05.31,9,LMS,4824,1577-1234,4824번 담당자님 전달 문자입니다.,"4824번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350501,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4825,1577-1234,4825번 테스트 문자입니다.,"4825번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350502,ABCDEFG,김유신,2023.05.31,9,LMS,4825,1577-1234,4825번 담당자님 전달 문자입니다.,"4825번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350502,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4826,1577-1234,4826번 테스트 문자입니다.,"4826번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350503,ABCDEFG,김유신,2023.05.31,9,LMS,4826,1577-1234,4826번 담당자님 전달 문자입니다.,"4826번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350503,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4827,1577-1234,4827번 테스트 문자입니다.,"4827번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350504,ABCDEFG,김유신,2023.05.31,9,LMS,4827,1577-1234,4827번 담당자님 전달 문자입니다.,"4827번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350504,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4828,1577-1234,4828번 테스트 문자입니다.,"4828번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350505,ABCDEFG,김유신,2023.05.31,9,LMS,4828,1577-1234,4828번 담당자님 전달 문자입니다.,"4828번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350505,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4829,1577-1234,4829번 테스트 문자입니다.,"4829번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350506,ABCDEFG,김유신,2023.05.31,9,LMS,4829,1577-1234,4829번 담당자님 전달 문자입니다.,"4829번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350506,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4830,1577-1234,4830번 테스트 문자입니다.,"4830번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350507,ABCDEFG,김유신,2023.05.31,9,LMS,4830,1577-1234,4830번 담당자님 전달 문자입니다.,"4830번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350507,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4831,1577-1234,4831번 테스트 문자입니다.,"4831번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350508,ABCDEFG,김유신,2023.05.31,9,LMS,4831,1577-1234,4831번 담당자님 전달 문자입니다.,"4831번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350508,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4832,1577-1234,4832번 테스트 문자입니다.,"4832번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350509,ABCDEFG,김유신,2023.05.31,9,LMS,4832,1577-1234,4832번 담당자님 전달 문자입니다.,"4832번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350509,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4833,1577-1234,4833번 테스트 문자입니다.,"4833번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350510,ABCDEFG,김유신,2023.05.31,9,LMS,4833,1577-1234,4833번 담당자님 전달 문자입니다.,"4833번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350510,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4834,1577-1234,4834번 테스트 문자입니다.,"4834번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350511,ABCDEFG,김유신,2023.05.31,9,LMS,4834,1577-1234,4834번 담당자님 전달 문자입니다.,"4834번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350511,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4835,1577-1234,4835번 테스트 문자입니다.,"4835번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350512,ABCDEFG,김유신,2023.05.31,9,LMS,4835,1577-1234,4835번 담당자님 전달 문자입니다.,"4835번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350512,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4836,1577-1234,4836번 테스트 문자입니다.,"4836번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350513,ABCDEFG,김유신,2023.05.31,9,LMS,4836,1577-1234,4836번 담당자님 전달 문자입니다.,"4836번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350513,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4837,1577-1234,4837번 테스트 문자입니다.,"4837번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350514,ABCDEFG,김유신,2023.05.31,9,LMS,4837,1577-1234,4837번 담당자님 전달 문자입니다.,"4837번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350514,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4838,1577-1234,4838번 테스트 문자입니다.,"4838번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350515,ABCDEFG,김유신,2023.05.31,9,LMS,4838,1577-1234,4838번 담당자님 전달 문자입니다.,"4838번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350515,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4839,1577-1234,4839번 테스트 문자입니다.,"4839번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350516,ABCDEFG,김유신,2023.05.31,9,LMS,4839,1577-1234,4839번 담당자님 전달 문자입니다.,"4839번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350516,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4840,1577-1234,4840번 테스트 문자입니다.,"4840번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350517,ABCDEFG,김유신,2023.05.31,9,LMS,4840,1577-1234,4840번 담당자님 전달 문자입니다.,"4840번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350517,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4841,1577-1234,4841번 테스트 문자입니다.,"4841번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350518,ABCDEFG,김유신,2023.05.31,9,LMS,4841,1577-1234,4841번 담당자님 전달 문자입니다.,"4841번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350518,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4842,1577-1234,4842번 테스트 문자입니다.,"4842번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350519,ABCDEFG,김유신,2023.05.31,9,LMS,4842,1577-1234,4842번 담당자님 전달 문자입니다.,"4842번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350519,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4843,1577-1234,4843번 테스트 문자입니다.,"4843번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350520,ABCDEFG,김유신,2023.05.31,9,LMS,4843,1577-1234,4843번 담당자님 전달 문자입니다.,"4843번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350520,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4844,1577-1234,4844번 테스트 문자입니다.,"4844번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350521,ABCDEFG,김유신,2023.05.31,9,LMS,4844,1577-1234,4844번 담당자님 전달 문자입니다.,"4844번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350521,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4845,1577-1234,4845번 테스트 문자입니다.,"4845번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350522,ABCDEFG,김유신,2023.05.31,9,LMS,4845,1577-1234,4845번 담당자님 전달 문자입니다.,"4845번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350522,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4846,1577-1234,4846번 테스트 문자입니다.,"4846번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350523,ABCDEFG,김유신,2023.05.31,9,LMS,4846,1577-1234,4846번 담당자님 전달 문자입니다.,"4846번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350523,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4847,1577-1234,4847번 테스트 문자입니다.,"4847번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350524,ABCDEFG,김유신,2023.05.31,9,LMS,4847,1577-1234,4847번 담당자님 전달 문자입니다.,"4847번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350524,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4848,1577-1234,4848번 테스트 문자입니다.,"4848번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350525,ABCDEFG,김유신,2023.05.31,9,LMS,4848,1577-1234,4848번 담당자님 전달 문자입니다.,"4848번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350525,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4849,1577-1234,4849번 테스트 문자입니다.,"4849번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350526,ABCDEFG,김유신,2023.05.31,9,LMS,4849,1577-1234,4849번 담당자님 전달 문자입니다.,"4849번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350526,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4850,1577-1234,4850번 테스트 문자입니다.,"4850번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350527,ABCDEFG,김유신,2023.05.31,9,LMS,4850,1577-1234,4850번 담당자님 전달 문자입니다.,"4850번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350527,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4851,1577-1234,4851번 테스트 문자입니다.,"4851번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350528,ABCDEFG,김유신,2023.05.31,9,LMS,4851,1577-1234,4851번 담당자님 전달 문자입니다.,"4851번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350528,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4852,1577-1234,4852번 테스트 문자입니다.,"4852번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350529,ABCDEFG,김유신,2023.05.31,9,LMS,4852,1577-1234,4852번 담당자님 전달 문자입니다.,"4852번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350529,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4853,1577-1234,4853번 테스트 문자입니다.,"4853번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350530,ABCDEFG,김유신,2023.05.31,9,LMS,4853,1577-1234,4853번 담당자님 전달 문자입니다.,"4853번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350530,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4854,1577-1234,4854번 테스트 문자입니다.,"4854번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350531,ABCDEFG,김유신,2023.05.31,9,LMS,4854,1577-1234,4854번 담당자님 전달 문자입니다.,"4854번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350531,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4855,1577-1234,4855번 테스트 문자입니다.,"4855번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350532,ABCDEFG,김유신,2023.05.31,9,LMS,4855,1577-1234,4855번 담당자님 전달 문자입니다.,"4855번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350532,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4856,1577-1234,4856번 테스트 문자입니다.,"4856번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350533,ABCDEFG,김유신,2023.05.31,9,LMS,4856,1577-1234,4856번 담당자님 전달 문자입니다.,"4856번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350533,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
4857,1577-1234,4857번 테스트 문자입니다.,"4857번 고객님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350534,ABCDEFG,김유신,2023.05.31,9,LMS,4857,1577-1234,4857번 담당자님 전달 문자입니다.,"4857번 담당자님, 안녕하세요. 
오늘도 행복한 하루 보내세요.
Have a happy day!!! ",010-12350534,ABCDEFG,김유신,2023.05.31,9,LMS,2025-02-20 17:52:43:341,admin
