tradeId	accountId	customerName	stockCode	stockName	marketType	orderType	orderChannel	quantity	price	orderAmount	tradeStatus	branchCode	employeeId	currency	deviceType	ipAddress	createdAt	updatedAt	remark
T040763	ACC937239	이영자	005930	SK하이닉스	KOSPI	BUY	HTS	890	89469	15203874	PENDING	BR194	EMP4028	KRW	MOBILE	153.34.244.237	2024-01-01 07:23:00	2024-01-01 07:28:00	정상거래
T040764	ACC693097	김준호	035420	셀트리온	KOSPI	SELL	WTS	289	264620	15640756	PENDING	BR137	EMP6184	KRW	PC	155.220.68.14	2024-01-01 07:24:00	2024-01-01 07:29:00	VIP고객
T040765	ACC176379	주수빈	005930	셀트리온	KOSDAQ	SELL	MTS	587	12625	13974795	CANCELLED	BR321	EMP3938	KRW	TABLET	82.100.142.80	2024-01-01 07:25:00	2024-01-01 07:30:00	정상거래
T040766	ACC245113	김정훈	068270	셀트리온	KOSDAQ	SELL	HTS	403	219404	5206110	PENDING	BR114	EMP1162	KRW	TABLET	188.102.171.84	2024-01-01 07:26:00	2024-01-01 07:31:00	리밸런싱
T040767	ACC360875	김민준	068270	SK하이닉스	KOSPI	SELL	WTS	350	497193	19489730	PENDING	BR245	EMP2783	KRW	MOBILE	12.205.2.194	2024-01-01 07:27:00	2024-01-01 07:32:00	VIP고객
T040768	ACC950114	한진우	005930	NAVER	KOSDAQ	BUY	MTS	446	75139	44264785	COMPLETED	BR599	EMP4867	KRW	MOBILE	192.171.27.64	2024-01-01 07:28:00	2024-01-01 07:33:00	VIP고객
T040769	ACC935887	이하은	000660	삼성전자	KOSDAQ	SELL	WTS	830	64031	27520272	COMPLETED	BR522	EMP1101	KRW	TABLET	30.58.109.240	2024-01-01 07:29:00	2024-01-01 07:34:00	테스트데이터
T040770	ACC262161	김유진	051910	NAVER	KOSPI	SELL	HTS	387	279201	1164481	COMPLETED	BR872	EMP2773	KRW	TABLET	23.151.64.135	2024-01-01 07:30:00	2024-01-01 07:35:00	리밸런싱
T040771	ACC148259	황유진	051910	NAVER	KOSPI	BUY	HTS	302	195313	1611457	PENDING	BR953	EMP9244	KRW	PC	196.84.143.91	2024-01-01 07:31:00	2024-01-01 07:36:00	리밸런싱
T040772	ACC258236	이수빈	005930	셀트리온	KOSPI	SELL	MTS	533	228422	22332757	COMPLETED	BR641	EMP9044	KRW	PC	165.14.171.76	2024-01-01 07:32:00	2024-01-01 07:37:00	정상거래
T040773	ACC554860	김정희	035420	삼성전자	KOSDAQ	BUY	WTS	957	123603	36936150	CANCELLED	BR417	EMP8670	KRW	TABLET	102.62.193.70	2024-01-01 07:33:00	2024-01-01 07:38:00	테스트데이터
T040774	ACC212715	황서윤	000660	셀트리온	KOSDAQ	SELL	MTS	761	210601	36782872	COMPLETED	BR388	EMP9999	KRW	MOBILE	10.118.213.103	2024-01-01 07:34:00	2024-01-01 07:39:00	리밸런싱
T040775	ACC888001	강지연	068270	삼성전자	KOSPI	BUY	MTS	767	370747	3711030	CANCELLED	BR383	EMP3861	KRW	MOBILE	9.177.16.160	2024-01-01 07:35:00	2024-01-01 07:40:00	VIP고객
T040776	ACC649406	이영철	051910	셀트리온	KOSPI	SELL	WTS	237	158415	44447564	COMPLETED	BR859	EMP8364	KRW	MOBILE	166.41.80.187	2024-01-01 07:36:00	2024-01-01 07:41:00	VIP고객
T040777	ACC700262	문영희	000660	LG화학	KOSDAQ	BUY	HTS	66	170186	2748212	PENDING	BR479	EMP1129	KRW	TABLET	67.237.237.244	2024-01-01 07:37:00	2024-01-01 07:42:00	테스트데이터
T040778	ACC383281	이성민	005930	셀트리온	KOSDAQ	BUY	HTS	230	167784	18420845	PENDING	BR439	EMP9238	KRW	MOBILE	189.2.73.25	2024-01-01 07:38:00	2024-01-01 07:43:00	리밸런싱
T040779	ACC393300	김재호	005930	SK하이닉스	KOSPI	SELL	HTS	380	74678	29831539	CANCELLED	BR230	EMP1887	KRW	TABLET	161.75.202.152	2024-01-01 07:39:00	2024-01-01 07:44:00	자동주문
T040780	ACC812687	이지아	035420	NAVER	KOSPI	SELL	MTS	846	217041	23882165	CANCELLED	BR321	EMP9414	KRW	TABLET	47.23.119.9	2024-01-01 07:40:00	2024-01-01 07:45:00	리밸런싱
T040781	ACC523611	김채원	051910	셀트리온	KOSPI	BUY	MTS	329	367107	17329788	CANCELLED	BR601	EMP3351	KRW	MOBILE	46.114.53.105	2024-01-01 07:41:00	2024-01-01 07:46:00	자동주문
T040782	ACC452150	김정남	035420	셀트리온	KOSPI	BUY	HTS	880	496024	22952102	CANCELLED	BR160	EMP1719	KRW	TABLET	76.255.107.117	2024-01-01 07:42:00	2024-01-01 07:47:00	테스트데이터
T040783	ACC725165	오지원	051910	LG화학	KOSPI	SELL	HTS	397	63542	13739458	PENDING	BR341	EMP2295	KRW	MOBILE	57.33.83.203	2024-01-01 07:43:00	2024-01-01 07:48:00	자동주문
T040784	ACC176696	이민서	035420	NAVER	KOSDAQ	SELL	MTS	211	57057	34499539	COMPLETED	BR921	EMP1844	KRW	TABLET	21.142.187.192	2024-01-01 07:44:00	2024-01-01 07:49:00	테스트데이터
T040785	ACC938251	이정순	005930	SK하이닉스	KOSDAQ	BUY	WTS	593	447186	12344854	COMPLETED	BR765	EMP4724	KRW	TABLET	183.230.176.250	2024-01-01 07:45:00	2024-01-01 07:50:00	테스트데이터
T040786	ACC386341	이경숙	000660	삼성전자	KOSPI	BUY	MTS	22	10844	33086521	CANCELLED	BR617	EMP9209	KRW	MOBILE	160.156.76.195	2024-01-01 07:46:00	2024-01-01 07:51:00	정상거래
T040787	ACC397253	김순옥	051910	셀트리온	KOSPI	SELL	WTS	609	147316	12139905	COMPLETED	BR814	EMP1506	KRW	PC	166.240.19.201	2024-01-01 07:47:00	2024-01-01 07:52:00	테스트데이터
T040788	ACC984421	김준혁	005930	SK하이닉스	KOSPI	BUY	WTS	371	437423	2634411	PENDING	BR945	EMP8242	KRW	PC	182.231.228.11	2024-01-01 07:48:00	2024-01-01 07:53:00	정상거래
T040789	ACC804333	이미숙	005930	삼성전자	KOSPI	BUY	WTS	640	355384	19129416	COMPLETED	BR858	EMP9328	KRW	TABLET	211.251.122.138	2024-01-01 07:49:00	2024-01-01 07:54:00	자동주문
T040790	ACC624186	오종수	051910	셀트리온	KOSPI	SELL	HTS	896	36571	42136591	PENDING	BR346	EMP8001	KRW	TABLET	14.89.179.17	2024-01-01 07:50:00	2024-01-01 07:55:00	자동주문
T040791	ACC181201	권성현	035420	SK하이닉스	KOSDAQ	SELL	HTS	491	294447	39997352	PENDING	BR768	EMP9056	KRW	TABLET	90.95.214.244	2024-01-01 07:51:00	2024-01-01 07:56:00	자동주문
T040792	ACC797882	노정웅	051910	NAVER	KOSDAQ	SELL	MTS	479	99973	26690007	COMPLETED	BR932	EMP7704	KRW	MOBILE	112.27.197.139	2024-01-01 07:52:00	2024-01-01 07:57:00	정상거래
T040793	ACC579934	장영환	000660	LG화학	KOSPI	SELL	MTS	747	409100	11907834	COMPLETED	BR388	EMP7839	KRW	TABLET	217.156.135.126	2024-01-01 07:53:00	2024-01-01 07:58:00	VIP고객
T040794	ACC947374	김중수	051910	SK하이닉스	KOSDAQ	SELL	HTS	867	274664	4569847	COMPLETED	BR215	EMP3121	KRW	MOBILE	168.167.18.151	2024-01-01 07:54:00	2024-01-01 07:59:00	정상거래
T040795	ACC473751	손영순	000660	셀트리온	KOSPI	BUY	MTS	390	477991	11322327	COMPLETED	BR551	EMP4439	KRW	MOBILE	19.254.25.100	2024-01-01 07:55:00	2024-01-01 08:00:00	테스트데이터
T040796	ACC306542	박영순	005930	셀트리온	KOSDAQ	SELL	HTS	211	323179	11404173	COMPLETED	BR837	EMP2565	KRW	MOBILE	175.198.176.86	2024-01-01 07:56:00	2024-01-01 08:01:00	테스트데이터
T040797	ACC677550	김병철	035420	셀트리온	KOSPI	BUY	HTS	586	449054	40432546	PENDING	BR189	EMP7352	KRW	MOBILE	169.246.149.145	2024-01-01 07:57:00	2024-01-01 08:02:00	테스트데이터
T040798	ACC909733	홍민석	005930	SK하이닉스	KOSPI	BUY	HTS	386	115275	2282217	CANCELLED	BR133	EMP9920	KRW	PC	10.86.223.123	2024-01-01 07:58:00	2024-01-01 08:03:00	정상거래
T040799	ACC116907	이선영	005930	삼성전자	KOSPI	BUY	MTS	558	302780	49685858	COMPLETED	BR800	EMP6013	KRW	MOBILE	146.46.191.67	2024-01-01 07:59:00	2024-01-01 08:04:00	정상거래
T040800	ACC462892	이정남	000660	NAVER	KOSDAQ	BUY	HTS	937	184951	36126602	CANCELLED	BR676	EMP9673	KRW	PC	146.113.112.249	2024-01-01 08:00:00	2024-01-01 08:05:00	테스트데이터
T040801	ACC818430	윤영자	005930	NAVER	KOSPI	SELL	MTS	526	98744	10872466	PENDING	BR262	EMP5300	KRW	MOBILE	68.231.184.13	2024-01-01 08:01:00	2024-01-01 08:06:00	테스트데이터
T040802	ACC710645	안지현	005930	셀트리온	KOSDAQ	SELL	WTS	375	90469	10533264	COMPLETED	BR823	EMP1440	KRW	TABLET	176.158.111.127	2024-01-01 08:02:00	2024-01-01 08:07:00	리밸런싱
T040803	ACC391372	윤현준	051910	NAVER	KOSPI	BUY	MTS	313	89466	11756997	COMPLETED	BR523	EMP3962	KRW	PC	9.202.65.128	2024-01-01 08:03:00	2024-01-01 08:08:00	테스트데이터
T040804	ACC962464	김도현	035420	LG화학	KOSPI	BUY	MTS	320	437886	49760326	COMPLETED	BR794	EMP4541	KRW	MOBILE	213.94.44.172	2024-01-01 08:04:00	2024-01-01 08:09:00	자동주문
T040805	ACC732847	나성훈	051910	SK하이닉스	KOSDAQ	BUY	MTS	469	214538	45664949	CANCELLED	BR839	EMP8233	KRW	TABLET	55.124.158.226	2024-01-01 08:05:00	2024-01-01 08:10:00	정상거래
T040806	ACC217093	윤예진	000660	셀트리온	KOSDAQ	SELL	HTS	113	417777	11130998	CANCELLED	BR486	EMP2871	KRW	TABLET	101.55.192.141	2024-01-01 08:06:00	2024-01-01 08:11:00	테스트데이터
T040807	ACC386626	김지영	000660	삼성전자	KOSPI	BUY	WTS	996	58624	32256140	COMPLETED	BR175	EMP4323	KRW	PC	79.163.37.50	2024-01-01 08:07:00	2024-01-01 08:12:00	리밸런싱
T040808	ACC292506	이명숙	035420	삼성전자	KOSPI	SELL	MTS	361	180651	13794305	PENDING	BR916	EMP8593	KRW	TABLET	58.182.6.64	2024-01-01 08:08:00	2024-01-01 08:13:00	정상거래
T040809	ACC982063	강성수	068270	SK하이닉스	KOSDAQ	BUY	HTS	41	299708	20519460	COMPLETED	BR622	EMP5723	KRW	PC	126.63.209.254	2024-01-01 08:09:00	2024-01-01 08:14:00	VIP고객
T040810	ACC170117	이승현	051910	LG화학	KOSPI	SELL	MTS	685	395097	49761976	PENDING	BR369	EMP7909	KRW	MOBILE	63.22.31.221	2024-01-01 08:10:00	2024-01-01 08:15:00	테스트데이터
T040811	ACC932269	김영숙	035420	셀트리온	KOSPI	BUY	MTS	260	252191	34225552	CANCELLED	BR255	EMP5552	KRW	TABLET	13.130.16.18	2024-01-01 08:11:00	2024-01-01 08:16:00	리밸런싱
T040812	ACC465346	김지혜	051910	NAVER	KOSPI	BUY	HTS	951	217771	9780767	COMPLETED	BR882	EMP5415	KRW	TABLET	175.200.205.88	2024-01-01 08:12:00	2024-01-01 08:17:00	VIP고객
T040813	ACC566134	민성현	035420	삼성전자	KOSPI	BUY	HTS	906	277458	24274509	COMPLETED	BR664	EMP2677	KRW	MOBILE	42.147.102.54	2024-01-01 08:13:00	2024-01-01 08:18:00	VIP고객
T040814	ACC385264	한영길	068270	SK하이닉스	KOSDAQ	SELL	HTS	385	364456	28250172	CANCELLED	BR560	EMP3856	KRW	PC	4.149.150.11	2024-01-01 08:14:00	2024-01-01 08:19:00	VIP고객
T040815	ACC223233	임도윤	005930	셀트리온	KOSDAQ	BUY	HTS	336	416789	8767001	CANCELLED	BR814	EMP4472	KRW	TABLET	23.48.220.221	2024-01-01 08:15:00	2024-01-01 08:20:00	테스트데이터
T040816	ACC337519	박승현	000660	LG화학	KOSPI	BUY	MTS	563	235635	32230723	COMPLETED	BR874	EMP5317	KRW	MOBILE	84.69.52.236	2024-01-01 08:16:00	2024-01-01 08:21:00	테스트데이터
T040817	ACC591883	김민수	051910	NAVER	KOSDAQ	SELL	MTS	821	343398	35311103	COMPLETED	BR128	EMP3906	KRW	MOBILE	102.243.156.29	2024-01-01 08:17:00	2024-01-01 08:22:00	정상거래
T040818	ACC535126	김성훈	035420	삼성전자	KOSPI	BUY	WTS	706	340125	32822977	COMPLETED	BR344	EMP9611	KRW	MOBILE	8.149.92.57	2024-01-01 08:18:00	2024-01-01 08:23:00	VIP고객
T040819	ACC546118	이지은	068270	삼성전자	KOSDAQ	SELL	HTS	373	465374	14447290	COMPLETED	BR894	EMP8540	KRW	TABLET	124.105.137.87	2024-01-01 08:19:00	2024-01-01 08:24:00	자동주문
T040820	ACC693039	권현주	005930	삼성전자	KOSDAQ	BUY	WTS	609	480598	500377	PENDING	BR551	EMP3407	KRW	MOBILE	53.74.164.5	2024-01-01 08:20:00	2024-01-01 08:25:00	테스트데이터
T040821	ACC754760	송경희	051910	LG화학	KOSDAQ	SELL	MTS	986	232200	36051507	PENDING	BR732	EMP6142	KRW	TABLET	213.158.19.28	2024-01-01 08:21:00	2024-01-01 08:26:00	정상거래
T040822	ACC804207	김정남	005930	셀트리온	KOSPI	BUY	HTS	311	148921	49466394	COMPLETED	BR863	EMP6852	KRW	MOBILE	113.92.48.45	2024-01-01 08:22:00	2024-01-01 08:27:00	VIP고객
T040823	ACC661370	장성수	035420	SK하이닉스	KOSDAQ	SELL	WTS	234	403936	15957757	PENDING	BR138	EMP9202	KRW	PC	96.21.120.217	2024-01-01 08:23:00	2024-01-01 08:28:00	정상거래
T040824	ACC834319	이건우	005930	삼성전자	KOSDAQ	SELL	WTS	237	419351	5952348	CANCELLED	BR850	EMP3507	KRW	TABLET	132.2.146.31	2024-01-01 08:24:00	2024-01-01 08:29:00	자동주문
T040825	ACC898569	박민준	068270	LG화학	KOSPI	BUY	MTS	958	328417	16501853	CANCELLED	BR985	EMP9479	KRW	TABLET	90.194.231.195	2024-01-01 08:25:00	2024-01-01 08:30:00	테스트데이터
T040826	ACC405985	하영호	068270	LG화학	KOSPI	BUY	MTS	919	338737	23507926	PENDING	BR449	EMP2712	KRW	PC	22.107.142.140	2024-01-01 08:26:00	2024-01-01 08:31:00	VIP고객
T040827	ACC625872	차지민	035420	SK하이닉스	KOSDAQ	SELL	MTS	627	295533	13301128	PENDING	BR563	EMP5959	KRW	TABLET	121.154.19.211	2024-01-01 08:27:00	2024-01-01 08:32:00	테스트데이터
T040828	ACC157329	김성진	005930	LG화학	KOSPI	SELL	WTS	620	68145	5675072	CANCELLED	BR129	EMP5288	KRW	TABLET	193.16.147.18	2024-01-01 08:28:00	2024-01-01 08:33:00	VIP고객
T040829	ACC104213	최정순	005930	LG화학	KOSPI	BUY	HTS	715	64666	750502	PENDING	BR201	EMP5791	KRW	PC	189.222.246.5	2024-01-01 08:29:00	2024-01-01 08:34:00	자동주문
T040830	ACC505408	이미숙	035420	SK하이닉스	KOSPI	BUY	HTS	238	88590	18401369	CANCELLED	BR969	EMP5696	KRW	PC	195.71.11.109	2024-01-01 08:30:00	2024-01-01 08:35:00	테스트데이터
T040831	ACC834755	김병철	068270	SK하이닉스	KOSPI	SELL	WTS	945	74963	34282537	CANCELLED	BR857	EMP4276	KRW	PC	60.255.61.75	2024-01-01 08:31:00	2024-01-01 08:36:00	VIP고객
T040832	ACC363833	나상현	000660	NAVER	KOSPI	SELL	WTS	586	416493	19121011	COMPLETED	BR912	EMP9232	KRW	MOBILE	148.157.163.92	2024-01-01 08:32:00	2024-01-01 08:37:00	자동주문
T040833	ACC386014	김준서	000660	SK하이닉스	KOSDAQ	SELL	WTS	892	117062	2505546	PENDING	BR218	EMP1669	KRW	TABLET	137.16.154.91	2024-01-01 08:33:00	2024-01-01 08:38:00	정상거래
T040834	ACC413021	이영숙	000660	셀트리온	KOSPI	SELL	MTS	206	48691	18170553	PENDING	BR963	EMP7373	KRW	TABLET	187.126.46.153	2024-01-01 08:34:00	2024-01-01 08:39:00	정상거래
T040835	ACC979011	박은지	035420	NAVER	KOSDAQ	SELL	WTS	216	384518	25676179	CANCELLED	BR831	EMP9041	KRW	PC	197.93.29.0	2024-01-01 08:35:00	2024-01-01 08:40:00	자동주문
T040836	ACC304753	김성현	000660	셀트리온	KOSDAQ	SELL	MTS	380	182159	37369670	CANCELLED	BR427	EMP5342	KRW	MOBILE	189.148.233.198	2024-01-01 08:36:00	2024-01-01 08:41:00	테스트데이터
T040837	ACC345494	이옥순	035420	셀트리온	KOSDAQ	SELL	WTS	572	69560	48500892	CANCELLED	BR321	EMP2293	KRW	PC	17.171.179.25	2024-01-01 08:37:00	2024-01-01 08:42:00	테스트데이터
T040838	ACC195313	이정희	000660	셀트리온	KOSPI	SELL	MTS	883	346164	27708230	COMPLETED	BR150	EMP2603	KRW	PC	176.2.75.4	2024-01-01 08:38:00	2024-01-01 08:43:00	테스트데이터
T040839	ACC232870	김정남	000660	SK하이닉스	KOSDAQ	BUY	MTS	98	326711	2054327	CANCELLED	BR766	EMP4138	KRW	PC	168.223.179.194	2024-01-01 08:39:00	2024-01-01 08:44:00	VIP고객
T040840	ACC793514	이성현	035420	셀트리온	KOSPI	BUY	MTS	170	434298	28471789	COMPLETED	BR950	EMP3774	KRW	PC	170.99.68.195	2024-01-01 08:40:00	2024-01-01 08:45:00	리밸런싱
T040841	ACC472700	이현주	000660	LG화학	KOSPI	BUY	WTS	14	334026	26584778	COMPLETED	BR478	EMP7046	KRW	TABLET	126.221.145.189	2024-01-01 08:41:00	2024-01-01 08:46:00	테스트데이터
T040842	ACC758349	김성진	051910	SK하이닉스	KOSDAQ	BUY	HTS	910	271758	46144947	COMPLETED	BR692	EMP8988	KRW	PC	223.176.51.127	2024-01-01 08:42:00	2024-01-01 08:47:00	리밸런싱
T040843	ACC854153	김현우	068270	SK하이닉스	KOSPI	BUY	WTS	814	480992	35861107	PENDING	BR646	EMP8300	KRW	TABLET	86.121.123.25	2024-01-01 08:43:00	2024-01-01 08:48:00	정상거래
T040844	ACC105333	장서현	035420	셀트리온	KOSDAQ	SELL	HTS	110	289325	12196443	CANCELLED	BR824	EMP8685	KRW	PC	38.49.38.143	2024-01-01 08:44:00	2024-01-01 08:49:00	VIP고객
T040845	ACC205354	최영수	005930	셀트리온	KOSDAQ	BUY	WTS	781	223504	33015762	CANCELLED	BR422	EMP4181	KRW	MOBILE	91.147.184.231	2024-01-01 08:45:00	2024-01-01 08:50:00	VIP고객
T040846	ACC131340	김경숙	005930	NAVER	KOSPI	SELL	HTS	676	241469	28440810	COMPLETED	BR927	EMP1104	KRW	TABLET	188.219.17.112	2024-01-01 08:46:00	2024-01-01 08:51:00	테스트데이터
T040847	ACC981306	우광수	068270	삼성전자	KOSDAQ	BUY	WTS	775	236466	18044840	PENDING	BR168	EMP9204	KRW	TABLET	176.90.212.246	2024-01-01 08:47:00	2024-01-01 08:52:00	리밸런싱
T040848	ACC104800	김성진	051910	삼성전자	KOSPI	BUY	HTS	87	328526	15445510	CANCELLED	BR860	EMP2225	KRW	PC	2.125.102.179	2024-01-01 08:48:00	2024-01-01 08:53:00	리밸런싱
T040849	ACC376626	한현준	005930	SK하이닉스	KOSDAQ	BUY	WTS	743	301699	1920224	CANCELLED	BR287	EMP2743	KRW	MOBILE	132.117.115.165	2024-01-01 08:49:00	2024-01-01 08:54:00	리밸런싱
T040850	ACC655231	백명숙	035420	삼성전자	KOSPI	SELL	MTS	972	157105	10447270	PENDING	BR699	EMP8265	KRW	MOBILE	93.88.154.38	2024-01-01 08:50:00	2024-01-01 08:55:00	VIP고객
T040851	ACC325225	김서준	035420	LG화학	KOSDAQ	BUY	HTS	372	373530	32226891	CANCELLED	BR112	EMP5434	KRW	PC	62.175.171.176	2024-01-01 08:51:00	2024-01-01 08:56:00	리밸런싱
T040852	ACC383316	김영환	005930	LG화학	KOSDAQ	SELL	HTS	956	162442	28860103	CANCELLED	BR893	EMP6769	KRW	MOBILE	103.128.117.92	2024-01-01 08:52:00	2024-01-01 08:57:00	리밸런싱
T040853	ACC909964	오영환	035420	삼성전자	KOSDAQ	BUY	HTS	678	315385	36692066	CANCELLED	BR300	EMP3291	KRW	MOBILE	199.132.142.76	2024-01-01 08:53:00	2024-01-01 08:58:00	정상거래
T040854	ACC622133	김영일	035420	LG화학	KOSPI	SELL	MTS	75	105204	20409527	PENDING	BR431	EMP8681	KRW	TABLET	121.242.15.8	2024-01-01 08:54:00	2024-01-01 08:59:00	VIP고객
T040855	ACC316039	김준영	035420	NAVER	KOSPI	BUY	MTS	125	348741	30321723	COMPLETED	BR386	EMP2595	KRW	PC	55.59.162.84	2024-01-01 08:55:00	2024-01-01 09:00:00	자동주문
T040856	ACC809713	윤수빈	005930	셀트리온	KOSPI	BUY	WTS	200	407859	23500684	PENDING	BR538	EMP5486	KRW	PC	193.251.45.36	2024-01-01 08:56:00	2024-01-01 09:01:00	자동주문
T040857	ACC752147	김정훈	051910	SK하이닉스	KOSPI	BUY	WTS	955	20215	1866125	PENDING	BR159	EMP5652	KRW	PC	37.84.145.203	2024-01-01 08:57:00	2024-01-01 09:02:00	자동주문
T040858	ACC517664	주수진	005930	NAVER	KOSDAQ	SELL	MTS	625	456443	48093465	PENDING	BR975	EMP5347	KRW	TABLET	183.189.100.86	2024-01-01 08:58:00	2024-01-01 09:03:00	VIP고객
T040859	ACC172817	정성진	000660	셀트리온	KOSPI	BUY	MTS	723	140977	6168583	COMPLETED	BR217	EMP4526	KRW	PC	102.196.115.92	2024-01-01 08:59:00	2024-01-01 09:04:00	리밸런싱
T040860	ACC692363	문미경	000660	LG화학	KOSDAQ	SELL	MTS	575	407707	44666642	COMPLETED	BR782	EMP9912	KRW	PC	179.67.32.37	2024-01-01 09:00:00	2024-01-01 09:05:00	테스트데이터
T040861	ACC659933	박현정	005930	LG화학	KOSDAQ	SELL	HTS	375	134035	44813851	CANCELLED	BR995	EMP5143	KRW	MOBILE	198.11.83.56	2024-01-01 09:01:00	2024-01-01 09:06:00	정상거래
T040862	ACC445919	성은서	068270	셀트리온	KOSPI	SELL	MTS	257	444316	35716033	CANCELLED	BR794	EMP1202	KRW	TABLET	126.114.177.155	2024-01-01 09:02:00	2024-01-01 09:07:00	리밸런싱
T040863	ACC401677	김정순	005930	셀트리온	KOSPI	SELL	MTS	916	170873	42751946	CANCELLED	BR219	EMP7795	KRW	MOBILE	130.194.80.33	2024-01-01 09:03:00	2024-01-01 09:08:00	테스트데이터
T040864	ACC573690	안지연	035420	삼성전자	KOSPI	BUY	WTS	306	380825	32742329	COMPLETED	BR329	EMP2175	KRW	MOBILE	29.102.30.102	2024-01-01 09:04:00	2024-01-01 09:09:00	정상거래
T040865	ACC650469	김경숙	068270	LG화학	KOSPI	SELL	HTS	441	242502	34821220	COMPLETED	BR565	EMP1066	KRW	PC	135.38.31.42	2024-01-01 09:05:00	2024-01-01 09:10:00	테스트데이터
T040866	ACC203581	박성현	035420	SK하이닉스	KOSDAQ	BUY	HTS	748	305838	6854606	CANCELLED	BR572	EMP1892	KRW	MOBILE	217.83.220.115	2024-01-01 09:06:00	2024-01-01 09:11:00	정상거래
T040867	ACC542687	김건우	000660	삼성전자	KOSDAQ	SELL	MTS	944	195461	20057744	CANCELLED	BR700	EMP9034	KRW	PC	95.66.138.108	2024-01-01 09:07:00	2024-01-01 09:12:00	테스트데이터
T040868	ACC534925	장성민	068270	SK하이닉스	KOSPI	BUY	WTS	837	473951	22730082	PENDING	BR560	EMP1917	KRW	MOBILE	165.186.183.243	2024-01-01 09:08:00	2024-01-01 09:13:00	자동주문
T040869	ACC222999	이영순	035420	NAVER	KOSDAQ	SELL	MTS	501	207873	33044301	CANCELLED	BR863	EMP4329	KRW	MOBILE	190.190.137.107	2024-01-01 09:09:00	2024-01-01 09:14:00	VIP고객
T040870	ACC513069	윤윤서	000660	SK하이닉스	KOSDAQ	SELL	HTS	315	457913	18106021	PENDING	BR296	EMP7128	KRW	TABLET	114.25.90.59	2024-01-01 09:10:00	2024-01-01 09:15:00	리밸런싱
T040871	ACC306844	노옥자	005930	셀트리온	KOSDAQ	SELL	WTS	724	294477	19293226	PENDING	BR876	EMP8095	KRW	MOBILE	163.65.211.174	2024-01-01 09:11:00	2024-01-01 09:16:00	테스트데이터
T040872	ACC756374	성주원	000660	삼성전자	KOSPI	BUY	MTS	7	395858	45932894	PENDING	BR779	EMP5485	KRW	MOBILE	134.187.99.65	2024-01-01 09:12:00	2024-01-01 09:17:00	VIP고객
T040873	ACC136351	김성수	035420	SK하이닉스	KOSDAQ	SELL	MTS	498	462926	11488507	CANCELLED	BR472	EMP2662	KRW	TABLET	213.231.174.228	2024-01-01 09:13:00	2024-01-01 09:18:00	VIP고객
T040874	ACC277626	박상현	000660	셀트리온	KOSDAQ	SELL	WTS	209	56726	618053	COMPLETED	BR229	EMP8302	KRW	MOBILE	68.218.208.2	2024-01-01 09:14:00	2024-01-01 09:19:00	테스트데이터
T040875	ACC281467	한수빈	000660	LG화학	KOSPI	SELL	WTS	38	398791	45731815	PENDING	BR686	EMP4014	KRW	PC	189.67.201.30	2024-01-01 09:15:00	2024-01-01 09:20:00	테스트데이터
T040876	ACC393508	이옥자	000660	LG화학	KOSPI	SELL	HTS	251	217100	44415972	PENDING	BR531	EMP4297	KRW	PC	24.5.217.55	2024-01-01 09:16:00	2024-01-01 09:21:00	자동주문
T040877	ACC534613	이미경	068270	NAVER	KOSDAQ	SELL	HTS	456	214578	32218357	PENDING	BR240	EMP9921	KRW	MOBILE	12.103.10.1	2024-01-01 09:17:00	2024-01-01 09:22:00	리밸런싱
T040878	ACC620922	최영일	035420	셀트리온	KOSPI	SELL	MTS	856	267081	17905814	PENDING	BR336	EMP4095	KRW	PC	170.83.54.204	2024-01-01 09:18:00	2024-01-01 09:23:00	정상거래
T040879	ACC699376	전경수	068270	NAVER	KOSPI	BUY	HTS	376	343274	14746654	COMPLETED	BR921	EMP8091	KRW	TABLET	80.200.141.104	2024-01-01 09:19:00	2024-01-01 09:24:00	리밸런싱
T040880	ACC819500	홍미영	005930	LG화학	KOSPI	BUY	MTS	827	210169	7017206	CANCELLED	BR330	EMP5612	KRW	TABLET	4.10.253.138	2024-01-01 09:20:00	2024-01-01 09:25:00	VIP고객
T040881	ACC762554	김성현	068270	NAVER	KOSPI	SELL	HTS	579	294262	44998608	CANCELLED	BR243	EMP4040	KRW	PC	165.84.164.116	2024-01-01 09:21:00	2024-01-01 09:26:00	VIP고객
T040882	ACC906480	최서연	051910	SK하이닉스	KOSDAQ	BUY	HTS	396	189917	31837788	CANCELLED	BR182	EMP8691	KRW	MOBILE	184.10.65.60	2024-01-01 09:22:00	2024-01-01 09:27:00	VIP고객
T040883	ACC878647	김준영	005930	SK하이닉스	KOSPI	SELL	MTS	719	432060	41858216	CANCELLED	BR238	EMP1335	KRW	TABLET	41.38.39.5	2024-01-01 09:23:00	2024-01-01 09:28:00	테스트데이터
T040884	ACC718726	권옥자	000660	NAVER	KOSDAQ	BUY	MTS	736	245126	5362421	COMPLETED	BR730	EMP6889	KRW	PC	84.8.58.154	2024-01-01 09:24:00	2024-01-01 09:29:00	리밸런싱
T040885	ACC235334	이영자	051910	SK하이닉스	KOSDAQ	BUY	WTS	870	199791	4418830	PENDING	BR413	EMP6698	KRW	TABLET	41.68.90.9	2024-01-01 09:25:00	2024-01-01 09:30:00	테스트데이터
